,Img_name,Labels
144,img_08547.png,5.0
145,img_08548.png,5.0
146,img_08549.png,5.0
147,img_08550.png,8.0
148,img_08551.png,8.0
149,img_08552.png,8.0
150,img_08553.png,8.0
151,img_08554.png,8.0
152,img_08555.png,8.0
153,img_08556.png,8.0
154,img_08557.png,8.0
155,img_08558.png,8.0
156,img_08559.png,8.0
157,img_08560.png,8.0
158,img_08561.png,8.0
159,img_08562.png,8.0
160,img_08563.png,8.0
161,img_08564.png,8.0
162,img_08565.png,8.0
163,img_08566.png,7.0
164,img_08567.png,7.0
165,img_08568.png,7.0
166,img_08569.png,7.0
167,img_08570.png,7.0
168,img_08571.png,7.0
169,img_08572.png,7.0
170,img_08573.png,7.0
171,img_08574.png,7.0
172,img_08575.png,7.0
173,img_08576.png,7.0
174,img_08577.png,7.0
175,img_08578.png,7.0
176,img_08579.png,7.0
177,img_08580.png,7.0
178,img_08581.png,7.0
179,img_08582.png,7.0
180,img_08583.png,8.0
181,img_08584.png,8.0
182,img_08585.png,8.0
183,img_08586.png,8.0
184,img_08587.png,8.0
185,img_08588.png,8.0
186,img_08589.png,8.0
187,img_08590.png,8.0
188,img_08591.png,8.0
189,img_08592.png,8.0
190,img_08593.png,8.0
191,img_08594.png,8.0
192,img_08595.png,8.0
193,img_08596.png,8.0
194,img_08597.png,8.0
195,img_08598.png,8.0
196,img_08599.png,8.0
197,img_08600.png,8.0
198,img_08601.png,3.0
199,img_08602.png,3.0
200,img_08603.png,3.0
201,img_08604.png,3.0
202,img_08605.png,3.0
203,img_08606.png,3.0
204,img_08607.png,3.0
205,img_08608.png,3.0
206,img_08609.png,3.0
207,img_08610.png,3.0
208,img_08611.png,3.0
209,img_08612.png,3.0
210,img_08613.png,3.0
211,img_08614.png,3.0
212,img_08615.png,3.0
213,img_08616.png,3.0
214,img_08617.png,3.0
215,img_08618.png,3.0
216,img_08619.png,3.0
217,img_08620.png,3.0
218,img_08621.png,3.0
219,img_08622.png,3.0
220,img_08623.png,3.0
221,img_08624.png,3.0
222,img_08625.png,3.0
223,img_08626.png,3.0
224,img_08627.png,0.0
225,img_08628.png,0.0
226,img_08629.png,0.0
227,img_08630.png,0.0
228,img_08631.png,0.0
229,img_08632.png,0.0
230,img_08633.png,0.0
231,img_08634.png,0.0
232,img_08635.png,0.0
233,img_08636.png,0.0
234,img_08637.png,0.0
235,img_08638.png,0.0
236,img_08639.png,0.0
237,img_08640.png,0.0
238,img_08641.png,0.0
239,img_08642.png,0.0
240,img_08643.png,0.0
241,img_08644.png,0.0
242,img_08645.png,0.0
243,img_08646.png,0.0
244,img_08647.png,0.0
245,img_08648.png,0.0
246,img_08649.png,0.0
247,img_08930.png,3.0
248,img_08931.png,3.0
249,img_08932.png,3.0
250,img_08933.png,3.0
251,img_08934.png,3.0
252,img_08935.png,3.0
253,img_08936.png,3.0
254,img_08937.png,3.0
255,img_08938.png,3.0
256,img_08939.png,3.0
257,img_08940.png,3.0
258,img_08941.png,9.0
259,img_08942.png,9.0
260,img_08943.png,9.0
261,img_08944.png,9.0
262,img_08945.png,9.0
263,img_08946.png,9.0
264,img_08947.png,9.0
265,img_08948.png,9.0
266,img_08949.png,9.0
267,img_08950.png,9.0
268,img_08951.png,4.0
269,img_08952.png,4.0
270,img_08953.png,4.0
271,img_08954.png,4.0
272,img_08955.png,4.0
273,img_08956.png,4.0
274,img_08957.png,4.0
275,img_08958.png,4.0
276,img_08959.png,10.0
277,img_08960.png,10.0
278,img_08961.png,10.0
279,img_08962.png,10.0
280,img_08963.png,10.0
281,img_08964.png,10.0
282,img_08965.png,10.0
283,img_08966.png,10.0
284,img_08967.png,10.0
285,img_08968.png,10.0
286,img_08969.png,3.0
287,img_08970.png,3.0
288,img_08971.png,3.0
289,img_08972.png,3.0
290,img_08973.png,3.0
291,img_08974.png,3.0
292,img_08975.png,3.0
293,img_08976.png,3.0
294,img_08977.png,3.0
295,img_08978.png,3.0
296,img_08979.png,1.0
297,img_08980.png,1.0
298,img_08981.png,1.0
299,img_08982.png,1.0
300,img_08983.png,1.0
301,img_08984.png,1.0
302,img_08985.png,1.0
303,img_08986.png,1.0
304,img_08987.png,1.0
305,img_08988.png,1.0
306,img_08989.png,1.0
307,img_08990.png,1.0
308,img_08991.png,4.0
309,img_08992.png,4.0
310,img_08993.png,4.0
311,img_08994.png,4.0
312,img_08995.png,4.0
313,img_08996.png,4.0
314,img_08997.png,4.0
315,img_08998.png,4.0
316,img_08999.png,4.0
317,img_09000.png,4.0
318,img_09001.png,4.0
319,img_09002.png,4.0
320,img_09003.png,2.0
321,img_09004.png,2.0
322,img_09005.png,2.0
323,img_09006.png,2.0
324,img_09007.png,2.0
325,img_09008.png,2.0
326,img_09009.png,2.0
327,img_09010.png,2.0
328,img_09011.png,2.0
329,img_09012.png,2.0
330,img_09013.png,2.0
331,img_09014.png,2.0
332,img_09015.png,2.0
333,img_09016.png,2.0
334,img_09017.png,2.0
335,img_09018.png,2.0
336,img_09019.png,2.0
337,img_09020.png,3.0
338,img_09021.png,3.0
339,img_09022.png,3.0
340,img_09023.png,3.0
341,img_09024.png,3.0
342,img_09025.png,3.0
343,img_09026.png,3.0
344,img_09027.png,3.0
345,img_09028.png,3.0
346,img_09029.png,3.0
347,img_09030.png,3.0
348,img_09031.png,3.0
349,img_09032.png,3.0
350,img_09033.png,1.0
351,img_09034.png,1.0
352,img_09035.png,1.0
353,img_09036.png,1.0
354,img_09037.png,1.0
355,img_09038.png,1.0
356,img_09039.png,1.0
357,img_09040.png,1.0
358,img_09041.png,1.0
359,img_09042.png,1.0
360,img_09043.png,1.0
361,img_09044.png,1.0
362,img_09045.png,4.0
363,img_09046.png,4.0
364,img_09047.png,4.0
365,img_09048.png,4.0
366,img_09049.png,4.0
367,img_09050.png,4.0
368,img_09051.png,4.0
369,img_09052.png,4.0
370,img_09053.png,4.0
371,img_09054.png,4.0
372,img_09055.png,4.0
373,img_09056.png,4.0
374,img_09057.png,4.0
375,img_09058.png,4.0
376,img_09059.png,4.0
377,img_09060.png,4.0
378,img_09061.png,4.0
379,img_09062.png,8.0
380,img_09063.png,8.0
381,img_09064.png,8.0
382,img_09065.png,8.0
383,img_09066.png,8.0
384,img_09067.png,8.0
385,img_09068.png,8.0
386,img_09069.png,8.0
387,img_09070.png,8.0
388,img_09071.png,8.0
389,img_09072.png,8.0
390,img_09073.png,8.0
391,img_09074.png,8.0
392,img_09075.png,8.0
393,img_09076.png,3.0
394,img_09077.png,3.0
395,img_09078.png,3.0
396,img_09079.png,3.0
397,img_09080.png,3.0
398,img_09081.png,3.0
399,img_09082.png,3.0
400,img_09083.png,3.0
401,img_09084.png,3.0
402,img_09085.png,3.0
403,img_09086.png,3.0
404,img_09087.png,3.0
405,img_09088.png,3.0
406,img_09089.png,3.0
407,img_09090.png,1.0
408,img_09091.png,1.0
409,img_09092.png,1.0
410,img_09093.png,1.0
411,img_09094.png,1.0
412,img_09095.png,1.0
413,img_09096.png,1.0
414,img_09097.png,1.0
415,img_09098.png,1.0
416,img_09099.png,1.0
417,img_09100.png,1.0
418,img_09101.png,1.0
419,img_09102.png,1.0
420,img_09104.png,4.0
421,img_09105.png,4.0
422,img_09106.png,4.0
423,img_09107.png,4.0
424,img_09108.png,4.0
425,img_09109.png,4.0
426,img_09110.png,4.0
427,img_09111.png,4.0
428,img_09112.png,4.0
429,img_09113.png,4.0
430,img_09114.png,4.0
431,img_09115.png,4.0
432,img_09116.png,4.0
433,img_09117.png,4.0
434,img_09118.png,4.0
435,img_09119.png,4.0
436,img_09120.png,4.0
437,img_09121.png,4.0
438,img_09122.png,4.0
439,img_09123.png,4.0
440,img_09124.png,4.0
441,img_09125.png,4.0
442,img_09126.png,0.0
443,img_09127.png,0.0
444,img_09128.png,0.0
445,img_09129.png,0.0
446,img_09130.png,0.0
447,img_09131.png,0.0
448,img_09132.png,0.0
449,img_09133.png,0.0
450,img_09134.png,0.0
451,img_09135.png,0.0
452,img_09136.png,0.0
453,img_09137.png,0.0
454,img_09138.png,0.0
455,img_09139.png,0.0
456,img_09140.png,0.0
457,img_09141.png,0.0
458,img_09142.png,0.0
459,img_09143.png,0.0
460,img_09144.png,0.0
461,img_09145.png,0.0
462,img_09146.png,0.0
463,img_09147.png,0.0
464,img_09148.png,0.0
465,img_09149.png,0.0
466,img_09150.png,0.0
467,img_09151.png,0.0
468,img_09152.png,0.0
469,img_09153.png,0.0
470,img_09154.png,0.0
471,img_09155.png,0.0
472,img_09156.png,0.0
473,img_09157.png,0.0
474,img_09158.png,0.0
475,img_09159.png,0.0
476,img_09160.png,0.0
477,img_09161.png,0.0
478,img_09162.png,0.0
479,img_09163.png,0.0
480,img_09164.png,0.0
481,img_09165.png,0.0
482,img_09166.png,0.0
483,img_09167.png,0.0
484,img_09168.png,0.0
485,img_09169.png,0.0
486,img_09170.png,0.0
487,img_09171.png,0.0
488,img_09172.png,0.0
489,img_09173.png,0.0
490,img_09174.png,0.0
491,img_09175.png,0.0
492,img_09176.png,0.0
493,img_09177.png,0.0
494,img_09178.png,0.0
495,img_09179.png,0.0
496,img_09180.png,0.0
497,img_09181.png,0.0
498,img_09182.png,0.0
499,img_09183.png,0.0
500,img_09184.png,0.0
501,img_09185.png,0.0
502,img_09186.png,0.0
503,img_09187.png,0.0
504,img_09188.png,0.0
505,img_09189.png,0.0
506,img_09190.png,0.0
507,img_09191.png,0.0
508,img_09192.png,0.0
509,img_09193.png,0.0
510,img_09194.png,0.0
511,img_09195.png,0.0
512,img_09419.png,5.0
513,img_09420.png,5.0
514,img_09421.png,5.0
515,img_09422.png,5.0
516,img_09423.png,5.0
517,img_09424.png,5.0
518,img_09425.png,5.0
519,img_09426.png,5.0
520,img_09427.png,5.0
521,img_09428.png,5.0
522,img_09429.png,5.0
523,img_09430.png,5.0
524,img_09431.png,5.0
525,img_09432.png,5.0
526,img_09433.png,5.0
527,img_09434.png,4.0
528,img_09435.png,4.0
529,img_09436.png,4.0
530,img_09437.png,4.0
531,img_09438.png,4.0
532,img_09439.png,4.0
533,img_09440.png,4.0
534,img_09441.png,4.0
535,img_09442.png,4.0
536,img_09443.png,4.0
537,img_09444.png,4.0
538,img_09445.png,4.0
539,img_09446.png,8.0
540,img_09447.png,8.0
541,img_09448.png,8.0
542,img_09449.png,8.0
543,img_09450.png,8.0
544,img_09451.png,8.0
545,img_09452.png,8.0
546,img_09453.png,8.0
547,img_09454.png,8.0
548,img_09455.png,8.0
549,img_09456.png,3.0
550,img_09457.png,3.0
551,img_09458.png,3.0
552,img_09459.png,3.0
553,img_09460.png,3.0
554,img_09461.png,3.0
555,img_09462.png,3.0
556,img_09463.png,3.0
557,img_09464.png,3.0
558,img_09465.png,3.0
559,img_09466.png,3.0
560,img_09467.png,3.0
561,img_09468.png,3.0
562,img_09469.png,3.0
563,img_09470.png,1.0
564,img_09471.png,1.0
565,img_09472.png,1.0
566,img_09473.png,1.0
567,img_09474.png,1.0
568,img_09475.png,1.0
569,img_09476.png,1.0
570,img_09477.png,1.0
571,img_09478.png,1.0
572,img_09479.png,1.0
573,img_09480.png,1.0
574,img_09481.png,1.0
575,img_09482.png,1.0
576,img_09483.png,1.0
577,img_09484.png,1.0
578,img_09485.png,1.0
579,img_09486.png,1.0
580,img_09487.png,1.0
581,img_09488.png,1.0
582,img_09489.png,1.0
583,img_09490.png,4.0
584,img_09491.png,4.0
585,img_09492.png,4.0
586,img_09493.png,4.0
587,img_09494.png,4.0
588,img_09495.png,4.0
589,img_09496.png,4.0
590,img_09497.png,4.0
591,img_09498.png,4.0
592,img_09499.png,4.0
593,img_09500.png,4.0
594,img_09501.png,4.0
595,img_09502.png,4.0
596,img_09503.png,4.0
597,img_09504.png,4.0
598,img_09505.png,4.0
599,img_09506.png,4.0
600,img_09507.png,4.0
601,img_09508.png,4.0
602,img_09509.png,4.0
603,img_09510.png,4.0
604,img_09511.png,4.0
605,img_09512.png,8.0
606,img_09513.png,8.0
607,img_09514.png,8.0
608,img_09515.png,8.0
609,img_09516.png,8.0
610,img_09517.png,8.0
611,img_09518.png,8.0
612,img_09519.png,8.0
613,img_09520.png,8.0
614,img_09521.png,8.0
615,img_09522.png,8.0
616,img_09523.png,8.0
617,img_09524.png,3.0
618,img_09525.png,3.0
619,img_09526.png,3.0
620,img_09527.png,3.0
621,img_09528.png,3.0
622,img_09529.png,3.0
623,img_09530.png,3.0
624,img_09531.png,3.0
625,img_09532.png,3.0
626,img_09533.png,3.0
627,img_09534.png,3.0
628,img_09535.png,3.0
629,img_09536.png,1.0
630,img_09537.png,1.0
631,img_09538.png,1.0
632,img_09539.png,1.0
633,img_09540.png,1.0
634,img_09541.png,1.0
635,img_09542.png,1.0
636,img_09543.png,1.0
637,img_09544.png,1.0
638,img_09545.png,1.0
639,img_09546.png,1.0
640,img_09547.png,1.0
641,img_09548.png,4.0
642,img_09549.png,4.0
643,img_09550.png,4.0
644,img_09551.png,4.0
645,img_09552.png,4.0
646,img_09553.png,4.0
647,img_09554.png,4.0
648,img_09555.png,4.0
649,img_09556.png,4.0
650,img_09557.png,4.0
651,img_09558.png,4.0
652,img_09559.png,4.0
653,img_09560.png,4.0
654,img_09561.png,4.0
655,img_09562.png,10.0
656,img_09563.png,10.0
657,img_09564.png,10.0
658,img_09565.png,10.0
659,img_09566.png,10.0
660,img_09567.png,10.0
661,img_09568.png,10.0
662,img_09569.png,10.0
663,img_09570.png,10.0
664,img_09571.png,10.0
665,img_09572.png,10.0
666,img_09573.png,3.0
667,img_09574.png,3.0
668,img_09575.png,3.0
669,img_09576.png,3.0
670,img_09577.png,3.0
671,img_09578.png,3.0
672,img_09579.png,3.0
673,img_09580.png,3.0
674,img_09581.png,3.0
675,img_09582.png,3.0
676,img_09583.png,3.0
677,img_09584.png,3.0
678,img_09585.png,7.0
679,img_09586.png,7.0
680,img_09587.png,7.0
681,img_09588.png,7.0
682,img_09589.png,7.0
683,img_09590.png,7.0
684,img_09591.png,7.0
685,img_09592.png,7.0
686,img_09593.png,7.0
687,img_09594.png,7.0
688,img_09595.png,7.0
689,img_09596.png,7.0
690,img_09597.png,7.0
691,img_09598.png,7.0
692,img_09599.png,4.0
693,img_09600.png,4.0
694,img_09601.png,4.0
695,img_09602.png,4.0
696,img_09603.png,4.0
697,img_09604.png,4.0
698,img_09605.png,4.0
699,img_09606.png,4.0
700,img_09607.png,4.0
701,img_09608.png,4.0
702,img_09609.png,10.0
703,img_09610.png,10.0
704,img_09611.png,10.0
705,img_09612.png,10.0
706,img_09613.png,10.0
707,img_09614.png,10.0
708,img_09615.png,10.0
709,img_09616.png,10.0
710,img_09617.png,10.0
711,img_09618.png,10.0
712,img_09619.png,10.0
713,img_09620.png,10.0
714,img_09621.png,10.0
715,img_09622.png,3.0
716,img_09623.png,3.0
717,img_09624.png,3.0
718,img_09625.png,3.0
719,img_09626.png,3.0
720,img_09627.png,3.0
721,img_09628.png,3.0
722,img_09629.png,3.0
723,img_09630.png,3.0
724,img_09631.png,3.0
725,img_09632.png,3.0
726,img_09633.png,3.0
727,img_09634.png,3.0
728,img_09635.png,3.0
729,img_09636.png,3.0
730,img_09637.png,9.0
731,img_09638.png,9.0
732,img_09639.png,9.0
733,img_09640.png,9.0
734,img_09641.png,9.0
735,img_09642.png,9.0
736,img_09643.png,9.0
737,img_09644.png,9.0
738,img_09645.png,9.0
739,img_09646.png,9.0
740,img_09647.png,9.0
741,img_09648.png,9.0
742,img_09649.png,9.0
743,img_09650.png,4.0
744,img_09651.png,4.0
745,img_09652.png,4.0
746,img_09653.png,4.0
747,img_09654.png,4.0
748,img_09655.png,4.0
749,img_09656.png,4.0
750,img_09657.png,4.0
751,img_09658.png,4.0
752,img_09659.png,4.0
753,img_09660.png,4.0
754,img_09661.png,4.0
755,img_09662.png,4.0
756,img_09663.png,4.0
757,img_09664.png,4.0
758,img_09665.png,4.0
759,img_09666.png,4.0
760,img_09667.png,4.0
761,img_09668.png,4.0
762,img_09669.png,4.0
763,img_09670.png,4.0
764,img_09671.png,4.0
765,img_09672.png,4.0
766,img_09673.png,4.0
767,img_09674.png,4.0
768,img_09675.png,4.0
769,img_09676.png,4.0
770,img_09677.png,2.0
771,img_09678.png,2.0
772,img_09679.png,2.0
773,img_09680.png,2.0
774,img_09681.png,2.0
775,img_09682.png,2.0
776,img_09683.png,2.0
777,img_09684.png,2.0
778,img_09685.png,2.0
779,img_09686.png,2.0
780,img_09687.png,3.0
781,img_09688.png,3.0
782,img_09689.png,3.0
783,img_09690.png,3.0
784,img_09691.png,3.0
785,img_09692.png,3.0
786,img_09693.png,3.0
787,img_09694.png,3.0
788,img_09695.png,3.0
789,img_09696.png,3.0
790,img_09697.png,3.0
791,img_09698.png,3.0
792,img_09699.png,3.0
793,img_09700.png,3.0
794,img_09701.png,3.0
795,img_09702.png,3.0
796,img_09703.png,3.0
797,img_09704.png,3.0
798,img_09705.png,3.0
799,img_09706.png,3.0
800,img_09707.png,3.0
801,img_09708.png,3.0
802,img_09709.png,3.0
803,img_09710.png,3.0
804,img_09711.png,3.0
805,img_09712.png,3.0
806,img_09713.png,3.0
807,img_09714.png,3.0
808,img_09715.png,3.0
809,img_09716.png,3.0
810,img_09717.png,3.0
811,img_09718.png,3.0
812,img_09719.png,3.0
813,img_09720.png,3.0
814,img_09721.png,3.0
815,img_09722.png,3.0
816,img_09723.png,3.0
817,img_09724.png,3.0
818,img_09725.png,3.0
819,img_09726.png,3.0
820,img_09727.png,3.0
821,img_09728.png,3.0
822,img_09729.png,3.0
823,img_09730.png,3.0
824,img_09731.png,3.0
825,img_09732.png,3.0
826,img_09733.png,3.0
827,img_09734.png,3.0
828,img_09735.png,3.0
829,img_09736.png,3.0
830,img_09737.png,3.0
831,img_09738.png,3.0
832,img_09739.png,3.0
833,img_09740.png,0.0
834,img_09741.png,0.0
835,img_09742.png,0.0
836,img_09743.png,0.0
837,img_09744.png,0.0
838,img_09745.png,0.0
839,img_09746.png,0.0
840,img_09747.png,0.0
841,img_09748.png,0.0
842,img_09749.png,0.0
843,img_09750.png,0.0
844,img_09751.png,0.0
845,img_09752.png,0.0
846,img_09753.png,0.0
847,img_09754.png,0.0
848,img_09755.png,0.0
849,img_09756.png,0.0
850,img_09757.png,0.0
851,img_09758.png,0.0
852,img_09759.png,0.0
853,img_09760.png,0.0
854,img_09761.png,0.0
855,img_09762.png,0.0
856,img_09763.png,0.0
857,img_09764.png,0.0
858,img_09765.png,0.0
859,img_09766.png,0.0
860,img_09767.png,0.0
861,img_09768.png,0.0
862,img_09769.png,0.0
863,img_09770.png,0.0
864,img_09771.png,0.0
865,img_09772.png,0.0
866,img_09773.png,0.0
867,img_09774.png,0.0
868,img_09775.png,0.0
869,img_09776.png,0.0
870,img_09777.png,0.0
871,img_09778.png,0.0
872,img_09779.png,0.0
873,img_09780.png,0.0
874,img_09781.png,0.0
875,img_09782.png,0.0
876,img_09783.png,0.0
877,img_09784.png,0.0
878,img_09785.png,0.0
879,img_09786.png,0.0
880,img_09787.png,0.0
881,img_09788.png,0.0
882,img_09789.png,0.0
883,img_09790.png,0.0
884,img_09791.png,0.0
885,img_09792.png,0.0
886,img_09793.png,0.0
887,img_09794.png,0.0
888,img_09795.png,0.0
889,img_09796.png,0.0
890,img_09797.png,0.0
891,img_09798.png,0.0
892,img_09799.png,0.0
893,img_09800.png,0.0
894,img_09801.png,0.0
895,img_09802.png,0.0
896,img_09803.png,0.0
897,img_09804.png,0.0
898,img_09805.png,0.0
899,img_09806.png,0.0
900,img_09807.png,0.0
901,img_09808.png,0.0
902,img_09809.png,0.0
903,img_09810.png,0.0
904,img_09811.png,0.0
905,img_09812.png,0.0
906,img_09813.png,0.0
907,img_09814.png,0.0
908,img_09815.png,0.0
909,img_09816.png,0.0
910,img_09817.png,0.0
911,img_09818.png,0.0
912,img_09819.png,0.0
913,img_09820.png,0.0
914,img_09821.png,0.0
915,img_09822.png,0.0
916,img_10043.png,11.0
917,img_10044.png,11.0
918,img_10045.png,11.0
919,img_10046.png,11.0
920,img_10047.png,11.0
921,img_10048.png,11.0
922,img_10049.png,11.0
923,img_10050.png,11.0
924,img_10051.png,11.0
925,img_10052.png,11.0
926,img_10053.png,4.0
927,img_10054.png,4.0
928,img_10055.png,4.0
929,img_10056.png,4.0
930,img_10057.png,4.0
931,img_10058.png,4.0
932,img_10059.png,4.0
933,img_10060.png,4.0
934,img_10061.png,4.0
935,img_10062.png,4.0
936,img_10063.png,4.0
937,img_10064.png,4.0
938,img_10065.png,4.0
939,img_10066.png,4.0
940,img_10067.png,4.0
941,img_10068.png,4.0
942,img_10069.png,4.0
943,img_10070.png,4.0
944,img_10071.png,4.0
945,img_10072.png,4.0
946,img_10073.png,4.0
947,img_10074.png,4.0
948,img_10075.png,4.0
949,img_10076.png,4.0
950,img_10077.png,4.0
951,img_10078.png,4.0
952,img_10079.png,4.0
953,img_10080.png,4.0
954,img_10081.png,4.0
955,img_10082.png,4.0
956,img_10083.png,4.0
957,img_10084.png,4.0
958,img_10085.png,4.0
959,img_10086.png,4.0
960,img_10087.png,4.0
961,img_10088.png,2.0
962,img_10089.png,2.0
963,img_10090.png,2.0
964,img_10091.png,2.0
965,img_10092.png,2.0
966,img_10093.png,2.0
967,img_10094.png,2.0
968,img_10095.png,2.0
969,img_10096.png,2.0
970,img_10097.png,2.0
971,img_10098.png,2.0
972,img_10099.png,2.0
973,img_10100.png,2.0
974,img_10101.png,2.0
975,img_10102.png,2.0
976,img_10103.png,2.0
977,img_10104.png,2.0
978,img_10105.png,3.0
979,img_10106.png,3.0
980,img_10107.png,3.0
981,img_10108.png,3.0
982,img_10109.png,3.0
983,img_10110.png,3.0
984,img_10111.png,3.0
985,img_10112.png,3.0
986,img_10113.png,3.0
987,img_10114.png,3.0
988,img_10115.png,3.0
989,img_10116.png,3.0
990,img_10117.png,3.0
991,img_10118.png,3.0
992,img_10119.png,3.0
993,img_10120.png,3.0
994,img_10121.png,3.0
995,img_10122.png,3.0
996,img_10123.png,0.0
997,img_10124.png,0.0
998,img_10125.png,0.0
999,img_10126.png,0.0
1000,img_10127.png,0.0
1001,img_10128.png,0.0
1002,img_10129.png,0.0
1003,img_10130.png,0.0
1004,img_10131.png,0.0
1005,img_10132.png,0.0
1006,img_10133.png,0.0
1007,img_10134.png,0.0
1008,img_10135.png,0.0
1009,img_10136.png,0.0
1010,img_10137.png,0.0
1011,img_10138.png,0.0
1012,img_10139.png,0.0
1013,img_10140.png,0.0
1014,img_10141.png,0.0
1015,img_10142.png,0.0
1016,img_10143.png,0.0
1017,img_10144.png,0.0
1018,img_10145.png,0.0
1019,img_10146.png,0.0
1020,img_10147.png,0.0
1021,img_10148.png,0.0
1022,img_10149.png,0.0
1023,img_10150.png,0.0
1024,img_10151.png,0.0
1025,img_10152.png,0.0
1026,img_10153.png,0.0
1027,img_10154.png,0.0
1028,img_10155.png,0.0
1029,img_10156.png,0.0
1030,img_10157.png,0.0
1031,img_10158.png,0.0
1032,img_10159.png,0.0
1033,img_10160.png,0.0
1034,img_10161.png,0.0
1035,img_10162.png,0.0
1036,img_10163.png,0.0
1037,img_10436.png,4.0
1038,img_10437.png,4.0
1039,img_10438.png,4.0
1040,img_10439.png,4.0
1041,img_10440.png,4.0
1042,img_10441.png,4.0
1043,img_10442.png,6.0
1044,img_10443.png,6.0
1045,img_10444.png,6.0
1046,img_10445.png,6.0
1047,img_10446.png,6.0
1048,img_10447.png,6.0
1049,img_10448.png,6.0
1050,img_10449.png,3.0
1051,img_10450.png,3.0
1052,img_10451.png,3.0
1053,img_10452.png,3.0
1054,img_10453.png,3.0
1055,img_10454.png,3.0
1056,img_10455.png,3.0
1057,img_10456.png,3.0
1058,img_10457.png,3.0
1059,img_10458.png,3.0
1060,img_10459.png,3.0
1061,img_10460.png,3.0
1062,img_10461.png,3.0
1063,img_10462.png,3.0
1064,img_10463.png,7.0
1065,img_10464.png,7.0
1066,img_10465.png,7.0
1067,img_10466.png,7.0
1068,img_10467.png,7.0
1069,img_10468.png,7.0
